<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019-10-21	11:57:00	105700	105720	105675	105695	2501	9340	5
2019-10-21	11:58:00	105695	105720	105685	105695	2132	9279	5
2019-10-21	11:59:00	105700	105760	105685	105750	6386	25701	5
2019-10-21	12:00:00	105750	105760	105715	105735	3866	13540	5
2019-10-21	12:01:00	105730	105810	105710	105780	6329	22966	5
2019-10-21	12:02:00	105785	105795	105750	105755	3361	12559	5
2019-10-21	12:03:00	105755	105785	105735	105750	2402	9104	5
2019-10-21	12:04:00	105750	105755	105730	105750	1677	6071	5
2019-10-21	12:05:00	105755	105775	105730	105745	2280	7990	5
2019-10-21	12:06:00	105745	105775	105665	105700	5615	20419	5
2019-10-21	12:07:00	105695	105700	105670	105685	3118	11176	5
2019-10-21	12:08:00	105685	105690	105660	105675	2144	7870	5
2019-10-21	12:09:00	105670	105695	105650	105660	2392	8290	5
2019-10-21	12:10:00	105660	105680	105650	105670	2231	7268	5
2019-10-21	12:11:00	105670	105675	105625	105630	3700	12814	5
2019-10-21	12:12:00	105635	105645	105600	105640	4690	16017	5
2019-10-21	12:13:00	105635	105695	105630	105660	4425	16342	5
2019-10-21	12:14:00	105665	105685	105650	105650	1918	7983	5
2019-10-21	12:15:00	105650	105665	105610	105630	3393	13499	5
2019-10-21	12:16:00	105630	105645	105620	105630	1028	3926	5
2019-10-21	12:17:00	105625	105645	105510	105535	8126	27567	5
2019-10-21	12:18:00	105540	105545	105485	105520	7031	25862	5
2019-10-21	12:19:00	105515	105535	105500	105505	2191	8655	5
2019-10-21	12:20:00	105510	105540	105470	105495	4343	15677	5
2019-10-21	12:21:00	105490	105520	105490	105510	1825	7560	5
2019-10-21	12:22:00	105510	105535	105490	105510	2337	9848	5
2019-10-21	12:23:00	105505	105530	105490	105500	1997	9503	5
2019-10-21	12:24:00	105500	105515	105495	105500	909	3629	5
2019-10-21	12:25:00	105495	105510	105470	105505	2407	8734	5
2019-10-21	12:26:00	105505	105535	105480	105500	2706	10079	5
2019-10-21	12:27:00	105500	105525	105485	105515	951	3249	5
2019-10-21	12:28:00	105515	105520	105490	105505	838	2910	5
2019-10-21	12:29:00	105510	105515	105430	105445	5352	18412	5
2019-10-21	12:30:00	105450	105495	105420	105495	5769	22329	5
2019-10-21	12:31:00	105495	105515	105490	105495	2809	10971	5
2019-10-21	12:32:00	105490	105505	105485	105495	853	3377	5
2019-10-21	12:33:00	105495	105525	105485	105510	1795	7107	5
2019-10-21	12:34:00	105505	105560	105500	105515	4830	16856	5
2019-10-21	12:35:00	105520	105540	105505	105510	1767	6658	5
2019-10-21	12:36:00	105510	105520	105485	105515	2578	10147	5
2019-10-21	12:37:00	105515	105580	105510	105550	4286	15663	5
2019-10-21	12:38:00	105550	105560	105535	105545	1113	4392	5
2019-10-21	12:39:00	105545	105570	105540	105555	1341	5040	5
2019-10-21	12:40:00	105555	105570	105530	105550	1624	5820	5
2019-10-21	12:41:00	105550	105555	105515	105530	1937	6471	5
2019-10-21	12:42:00	105525	105545	105515	105525	1039	3647	5
2019-10-21	12:43:00	105535	105550	105525	105545	661	2295	5
2019-10-21	12:44:00	105545	105560	105530	105540	1089	4427	5
2019-10-21	12:45:00	105540	105595	105540	105580	3649	13265	5
2019-10-21	12:46:00	105580	105610	105570	105600	3065	12458	5
2019-10-21	12:47:00	105600	105605	105585	105595	1026	3801	5
2019-10-21	12:48:00	105600	105615	105585	105610	1284	4330	5
2019-10-21	12:49:00	105610	105635	105595	105635	2291	7771	5
2019-10-21	12:50:00	105635	105695	105630	105680	6913	24762	5
2019-10-21	12:51:00	105675	105690	105670	105670	1371	5455	5
2019-10-21	12:52:00	105670	105675	105630	105635	3493	12520	5
2019-10-21	12:53:00	105640	105755	105625	105750	5761	22174	5
2019-10-21	12:54:00	105750	105870	105735	105820	11141	40609	5
2019-10-21	12:55:00	105825	105840	105760	105770	5604	19238	5
2019-10-21	12:56:00	105770	105795	105750	105770	2421	8185	5
2019-10-21	12:57:00	105770	105790	105750	105775	1868	7734	5
2019-10-21	12:58:00	105770	105785	105760	105770	1122	4105	5
2019-10-21	12:59:00	105765	105785	105760	105765	880	3225	5
2019-10-21	13:00:00	105770	105780	105740	105770	2801	9430	5
2019-10-21	13:01:00	105770	105770	105720	105745	3006	11877	5
2019-10-21	13:02:00	105745	105765	105720	105725	1866	8370	5
2019-10-21	13:03:00	105730	105740	105710	105725	2272	8926	5
2019-10-21	13:04:00	105725	105730	105695	105700	2014	7202	5
2019-10-21	13:05:00	105705	105725	105685	105700	2807	9710	5
2019-10-21	13:06:00	105700	105710	105690	105700	1001	3805	5
2019-10-21	13:07:00	105705	105810	105690	105780	6733	24260	5
2019-10-21	13:08:00	105785	105795	105755	105775	2573	10227	5
2019-10-21	13:09:00	105775	105850	105765	105840	4412	16414	5
2019-10-21	13:10:00	105835	105900	105820	105845	9152	34141	5
2019-10-21	13:11:00	105845	105860	105810	105830	2456	9176	5
2019-10-21	13:12:00	105830	105860	105815	105825	2279	8905	5
2019-10-21	13:13:00	105825	105850	105810	105835	1188	4556	5
2019-10-21	13:14:00	105835	105850	105810	105820	1167	4420	5
2019-10-21	13:15:00	105820	105835	105810	105830	994	3597	5
2019-10-21	13:16:00	105830	105845	105815	105825	1179	4467	5
2019-10-21	13:17:00	105825	105830	105755	105775	5931	21543	5
2019-10-21	13:18:00	105770	105795	105765	105790	1850	7061	5
2019-10-21	13:19:00	105785	105795	105765	105785	1013	3759	5
2019-10-21	13:20:00	105785	105820	105775	105810	2369	8740	5
2019-10-21	13:21:00	105805	105865	105805	105820	3738	13838	5
2019-10-21	13:22:00	105815	105825	105790	105820	1971	6993	5
2019-10-21	13:23:00	105820	105825	105805	105815	624	2347	5
2019-10-21	13:24:00	105820	105830	105810	105820	767	3179	5
2019-10-21	13:25:00	105820	105825	105795	105800	903	3805	5
2019-10-21	13:26:00	105795	105820	105790	105800	1229	4755	5
2019-10-21	13:27:00	105805	105815	105790	105810	656	2384	5
2019-10-21	13:28:00	105810	105820	105800	105810	550	2055	5
2019-10-21	13:29:00	105805	105825	105805	105815	829	2807	5
2019-10-21	13:30:00	105820	105850	105800	105820	2760	9797	5
2019-10-21	13:31:00	105815	105830	105805	105810	729	3127	5
2019-10-21	13:32:00	105805	105830	105800	105820	708	2645	5
2019-10-21	13:33:00	105825	105885	105825	105865	4601	16800	5
2019-10-21	13:34:00	105865	105865	105840	105845	1543	5532	5
2019-10-21	13:35:00	105845	105850	105820	105825	1769	5860	5
2019-10-21	13:36:00	105825	105835	105800	105800	1750	6277	5
2019-10-21	13:37:00	105805	105830	105800	105810	1153	4044	5
2019-10-21	13:38:00	105810	105825	105810	105815	644	2567	5
2019-10-21	13:39:00	105815	105840	105810	105830	1058	3618	5
2019-10-21	13:40:00	105825	105835	105805	105815	1104	3657	5
2019-10-21	13:41:00	105810	105855	105810	105845	1458	5582	5
2019-10-21	13:42:00	105845	105855	105825	105845	1373	4998	5
2019-10-21	13:43:00	105845	105900	105845	105875	3380	12519	5
2019-10-21	13:44:00	105875	105885	105855	105860	1530	5272	5
2019-10-21	13:45:00	105860	105955	105855	105920	7103	26538	5
2019-10-21	13:46:00	105920	105925	105895	105905	2389	8364	5
2019-10-21	13:47:00	105905	105920	105895	105900	1145	4235	5
2019-10-21	13:48:00	105900	105920	105880	105890	1750	5723	5
2019-10-21	13:49:00	105885	105890	105870	105875	1535	4895	5
2019-10-21	13:50:00	105980	106015	105875	105980	8733	36499	5
2019-10-21	13:51:00	105985	106010	105975	105985	4588	13505	5
2019-10-21	13:52:00	105985	106000	105960	105985	2461	8564	5
2019-10-21	13:53:00	105990	105990	105965	105970	1023	4018	5
2019-10-21	13:54:00	105975	105995	105965	105980	1194	4151	5
2019-10-21	13:55:00	105980	105985	105960	105960	1659	5904	5
2019-10-21	13:56:00	105965	105970	105935	105955	2432	7357	5
2019-10-21	13:57:00	105950	105955	105935	105935	1029	4138	5
2019-10-21	13:58:00	105940	105960	105910	105935	3339	12889	5
2019-10-21	13:59:00	105935	105945	105930	105935	640	2214	5
2019-10-21	14:00:00	105940	105940	105900	105910	2313	7930	5
2019-10-21	14:01:00	105905	105920	105885	105910	2497	9317	5
2019-10-21	14:02:00	105910	105915	105905	105910	779	3340	5
2019-10-21	14:03:00	105905	105920	105895	105920	692	2570	5
2019-10-21	14:04:00	105915	105920	105905	105910	727	2889	5
2019-10-21	14:05:00	105915	105975	105895	105965	3525	11539	5
2019-10-21	14:06:00	105960	105970	105930	105945	2222	8066	5
2019-10-21	14:07:00	105945	105950	105920	105930	1152	4313	5
2019-10-21	14:08:00	105935	105935	105905	105910	1337	4982	5
2019-10-21	14:09:00	105910	105925	105890	105900	1572	5527	5
2019-10-21	14:10:00	105905	105910	105890	105890	1220	4883	5
2019-10-21	14:11:00	105890	105915	105885	105915	1393	4936	5
2019-10-21	14:12:00	105915	105935	105895	105905	2226	8846	5
2019-10-21	14:13:00	105900	105915	105895	105915	808	3252	5
2019-10-21	14:14:00	105915	105925	105905	105920	1027	5138	5
2019-10-21	14:15:00	105920	105990	105910	105965	5325	18557	5
2019-10-21	14:16:00	105965	105985	105950	105975	1983	8157	5
2019-10-21	14:17:00	105980	105980	105950	105955	1417	5748	5
2019-10-21	14:18:00	105955	105985	105945	105985	1445	5619	5
2019-10-21	14:19:00	105980	106045	105965	106005	6697	26155	5
2019-10-21	14:20:00	106010	106040	105995	105995	3976	14990	5
2019-10-21	14:21:00	105995	106010	105975	105980	2515	10495	5
2019-10-21	14:22:00	105980	105995	105965	105995	1402	4975	5
2019-10-21	14:23:00	105995	105995	105970	105990	834	3476	5
2019-10-21	14:24:00	105985	105990	105965	105975	1368	4760	5
2019-10-21	14:25:00	105970	106020	105950	106005	3669	13751	5
2019-10-21	14:26:00	106005	106010	105975	105975	1746	7525	5
2019-10-21	14:27:00	105980	105985	105925	105950	3636	12619	5
2019-10-21	14:28:00	105955	105955	105925	105935	1822	6896	5
2019-10-21	14:29:00	105935	105945	105925	105930	1327	4529	5
2019-10-21	14:30:00	105930	105935	105820	105895	10965	39349	5
2019-10-21	14:31:00	105900	105905	105870	105875	2629	10553	5
2019-10-21	14:32:00	105870	105910	105870	105890	1867	7749	5
2019-10-21	14:33:00	105895	105920	105880	105880	1551	5805	5
2019-10-21	14:34:00	105880	105910	105875	105900	1306	5364	5
2019-10-21	14:35:00	105905	105975	105875	105940	5390	19824	5
2019-10-21	14:36:00	105940	105950	105925	105935	1995	7823	5
2019-10-21	14:37:00	105940	105950	105910	105920	2017	8185	5
2019-10-21	14:38:00	105920	105930	105895	105900	1985	7751	5
2019-10-21	14:39:00	105895	105915	105890	105895	1245	5072	5
2019-10-21	14:40:00	105900	105910	105890	105900	950	3355	5
2019-10-21	14:41:00	105900	105915	105895	105910	878	3322	5
2019-10-21	14:42:00	105905	105925	105880	105895	2097	8308	5
2019-10-21	14:43:00	105895	105920	105885	105915	1079	4429	5
2019-10-21	14:44:00	105915	105925	105900	105915	1346	5513	5
2019-10-21	14:45:00	105910	105960	105910	105945	3195	11823	5
2019-10-21	14:46:00	105945	106040	105945	106020	7544	27844	5
2019-10-21	14:47:00	106015	106145	106015	106080	13684	55076	5
2019-10-21	14:48:00	106075	106090	106050	106075	2972	11476	5
2019-10-21	14:49:00	106075	106080	106050	106065	2054	8753	5
2019-10-21	14:50:00	106065	106110	106055	106060	4204	16540	5
2019-10-21	14:51:00	106060	106070	106045	106060	2319	9862	5
2019-10-21	14:52:00	106060	106115	106060	106095	2849	10783	5
2019-10-21	14:53:00	106100	106130	106090	106105	2704	10484	5
2019-10-21	14:54:00	106105	106140	106090	106095	3323	13256	5
2019-10-21	14:55:00	106095	106125	106080	106105	2047	8010	5
2019-10-21	14:56:00	106110	106195	106105	106165	7461	30146	5
2019-10-21	14:57:00	106170	106180	106155	106165	2073	7817	5
2019-10-21	14:58:00	106165	106200	106160	106175	3389	12488	5
2019-10-21	14:59:00	106175	106185	106145	106155	2436	8704	5
2019-10-21	15:00:00	106155	106160	106125	106150	2942	10618	5
2019-10-21	15:01:00	106150	106195	106140	106185	3020	11221	5
2018-10-21	15:02:00	106180	106235	106170	106230	5519	22080	5
2019-10-21	15:03:00	106230	106250	106220	106245	3975	16481	5
2019-10-21	15:04:00	106245	106250	106210	106240	2804	11135	5
2019-10-21	15:05:00	106240	106285	106240	106260	5281	19337	5
2019-10-21	15:06:00	106260	106265	106225	106260	2733	9809	5
2019-10-21	15:07:00	106260	106275	106240	106245	1799	6997	5
2019-10-21	15:08:00	106250	106405	106245	106370	11531	48735	5
2019-10-21	15:09:00	106375	106385	106340	106355	5146	20014	5
2019-10-21	15:10:00	106355	106380	106320	106340	3741	14529	5
2019-10-21	15:11:00	106335	106360	106315	106335	2146	8420	5
2019-10-21	15:12:00	106335	106340	106315	106315	1662	6121	5
2019-10-21	15:13:00	106315	106360	106315	106335	1991	8205	5
2019-10-21	15:14:00	106340	106350	106310	106330	1805	7328	5
2019-10-21	15:15:00	106330	106370	106325	106345	2634	9910	5
2019-10-21	15:16:00	106340	106350	106330	106340	901	3603	5
2019-10-21	15:17:00	106345	106500	106345	106465	12752	54569	5
2019-10-21	15:18:00	106465	106515	106440	106460	6438	27080	5
2019-10-21	15:19:00	106460	106465	106410	106425	3703	15030	5
2019-10-21	15:20:00	106425	106435	106410	106425	1827	7342	5
2019-10-21	15:21:00	106425	106485	106425	106480	2985	11381	5
2019-10-21	15:22:00	106475	106485	106445	106450	2126	8267	5
2019-10-21	15:23:00	106450	106565	106445	106500	7945	35035	5
2019-10-21	15:24:00	106500	106535	106490	106500	2583	11309	5
2019-10-21	15:25:00	106500	106540	106485	106495	2543	9512	5
2019-10-21	15:26:00	106495	106530	106470	106505	2823	10982	5
2019-10-21	15:27:00	106505	106515	106475	106495	1375	5302	5
2019-10-21	15:28:00	106495	106525	106480	106505	1210	4946	5
2019-10-21	15:29:00	106510	106520	106475	106490	1529	6228	5
2019-10-21	15:30:00	106490	106520	106475	106505	1880	7684	5
2019-10-21	15:31:00	106510	106550	106505	106515	3214	11761	5
2019-10-21	15:32:00	106520	106545	106510	106530	1468	5851	5
2019-10-21	15:33:00	106525	106545	106490	106495	2205	8783	5
2019-10-21	15:34:00	106495	106550	106495	106515	2771	11738	5
2019-10-21	15:35:00	106515	106525	106495	106520	1712	7536	5
2019-10-21	15:36:00	106520	106540	106515	106525	1127	4573	5
2019-10-21	15:37:00	106530	106535	106510	106525	999	4019	5
2019-10-21	15:38:00	106520	106600	106520	106565	5988	26158	5
2019-10-21	15:39:00	106565	106570	106545	106560	1890	7881	5
2019-10-21	15:40:00	106555	106580	106505	106505	3201	13161	5
2019-10-21	15:41:00	106505	106515	106455	106500	5758	21991	5
2019-10-21	15:42:00	106495	106520	106490	106510	1304	5359	5
2019-10-21	15:43:00	106510	106520	106485	106500	1397	5925	5
2019-10-21	15:44:00	106495	106520	106485	106515	828	3549	5
2019-10-21	15:45:00	106515	106525	106505	106510	815	2992	5
2019-10-21	15:46:00	106505	106515	106470	106500	1573	6338	5
2019-10-21	15:47:00	106505	106515	106490	106505	818	3153	5
2019-10-21	15:48:00	106505	106510	106485	106495	756	3139	5
2019-10-21	15:49:00	106495	106505	106480	106495	1177	5007	5
2019-10-21	15:50:00	106495	106495	106425	106455	5033	17932	5
2019-10-21	15:51:00	106455	106480	106450	106470	1629	5877	5
2019-10-21	15:52:00	106475	106495	106460	106465	1747	5942	5
2019-10-21	15:53:00	106465	106490	106450	106470	926	3254	5
2019-10-21	15:54:00	106465	106480	106455	106455	848	3507	5
2019-10-21	15:55:00	106455	106480	106455	106470	1022	3771	5
2019-10-21	15:56:00	106470	106520	106470	106510	3250	12689	5
2019-10-21	15:57:00	106515	106565	106500	106555	3072	15088	5
2019-10-21	15:58:00	106555	106555	106515	106525	2107	8876	5
2019-10-21	15:59:00	106530	106565	106525	106545	2099	8952	5
2019-10-21	16:00:00	106550	106575	106510	106525	3628	16269	5
2019-10-21	16:01:00	106525	106540	106510	106525	1172	5581	5
2019-10-21	16:02:00	106530	106535	106510	106525	958	4646	5
2019-10-21	16:03:00	106530	106545	106515	106535	1115	5017	5
2019-10-21	16:04:00	106540	106550	106525	106530	970	3945	5
2019-10-21	16:05:00	106530	106530	106505	106510	1612	6891	5
2019-10-21	16:06:00	106510	106540	106505	106515	1536	7793	5
2019-10-21	16:07:00	106515	106530	106510	106520	548	2552	5
2019-10-21	16:08:00	106520	106530	106490	106505	1973	9692	5
2019-10-21	16:09:00	106500	106505	106490	106495	1222	4995	5
2019-10-21	16:10:00	106495	106515	106490	106515	1123	5408	5
2019-10-21	16:11:00	106515	106550	106505	106530	2142	7860	5
2019-10-21	16:12:00	106530	106575	106530	106570	2987	12206	5
2019-10-21	16:13:00	106570	106640	106555	106605	7626	32849	5
2019-10-21	16:14:00	106600	106610	106575	106585	2108	8056	5
2019-10-21	16:15:00	106590	106610	106575	106595	1999	8442	5
2019-10-21	16:16:00	106600	106615	106590	106600	1165	3756	5
2019-10-21	16:17:00	106600	106605	106545	106560	3667	16133	5
2019-10-21	16:18:00	106555	106565	106530	106535	2186	7731	5
2019-10-21	16:19:00	106535	106550	106530	106540	1198	5603	5
2019-10-21	16:20:00	106535	106555	106530	106540	1311	4873	5
2019-10-21	16:21:00	106545	106550	106530	106535	919	3510	5
2019-10-21	16:22:00	106540	106545	106510	106520	1988	6954	5
2019-10-21	16:23:00	106515	106550	106515	106530	1561	6767	5
2019-10-21	16:24:00	106535	106570	106530	106560	1802	6609	5
2019-10-21	16:25:00	106555	106570	106540	106560	1484	6282	5
2019-10-21	16:26:00	106560	106560	106540	106555	1201	5903	5
2019-10-21	16:27:00	106555	106560	106540	106545	1077	4676	5
2019-10-21	16:28:00	106550	106550	106530	106530	1095	3976	5
2019-10-21	16:29:00	106530	106600	106530	106580	3183	13294	5
2019-10-21	16:30:00	106575	106600	106570	106580	2867	12864	5
2019-10-21	16:31:00	106580	106615	106575	106600	1930	8073	5
2019-10-21	16:32:00	106600	106645	106595	106625	3970	16218	5
2019-10-21	16:33:00	106625	106640	106580	106590	2999	12514	5
2019-10-21	16:34:00	106595	106600	106545	106585	3108	12815	5
2019-10-21	16:35:00	106585	106590	106550	106560	1398	5485	5
2019-10-21	16:36:00	106555	106580	106550	106570	1186	4125	5
2019-10-21	16:37:00	106570	106630	106565	106570	2888	12121	5
2019-10-21	16:38:00	106570	106610	106560	106595	1883	7347	5
2019-10-21	16:39:00	106595	106605	106570	106580	1146	4346	5
2019-10-21	16:40:00	106575	106595	106565	106580	1091	4196	5
2019-10-21	16:41:00	106580	106600	106580	106585	965	3667	5
2019-10-21	16:42:00	106585	106595	106555	106560	1585	6687	5
2019-10-21	16:43:00	106565	106585	106555	106570	1170	4059	5
2019-10-21	16:44:00	106575	106585	106550	106555	1767	7099	5
2019-10-21	16:45:00	106560	106560	106520	106540	3347	12092	5
2019-10-21	16:46:00	106540	106560	106530	106550	1359	4883	5
2019-10-21	16:47:00	106550	106560	106540	106545	1007	3946	5
2019-10-21	16:48:00	106545	106585	106540	106575	2297	9140	5
2019-10-21	16:49:00	106575	106610	106575	106595	2864	10383	5
2019-10-21	16:50:00	106595	106645	106570	106640	5194	21657	5
2019-10-21	16:51:00	106640	106675	106610	106630	4563	19355	5
2019-10-21	16:52:00	106625	106650	106615	106630	1481	6647	5
2019-10-21	16:53:00	106630	106660	106615	106645	2046	10329	5
2019-10-21	16:54:00	106640	106660	106625	106630	1862	7432	5
2019-10-21	16:55:00	106630	106690	106630	106670	4214	20204	5
2019-10-21	16:56:00	106670	106700	106660	106660	3100	14054	5
2019-10-21	16:57:00	106665	106680	106650	106660	1513	6027	5
2019-10-21	16:58:00	106665	106690	106660	106690	1265	5015	5
2019-10-21	16:59:00	106685	106700	106665	106680	2745	11737	5
2019-10-21	17:00:00	106685	106695	106650	106665	2103	8512	5
2019-10-21	17:01:00	106665	106680	106660	106660	890	3494	5
2019-10-21	17:02:00	106665	106670	106650	106655	1004	4420	5
2019-10-21	17:03:00	106650	106660	106650	106650	841	3177	5
2019-10-21	17:04:00	106655	106685	106655	106680	903	4448	5
2019-10-21	17:05:00	106680	106690	106660	106665	1067	3928	5
2019-10-21	17:06:00	106665	106670	106650	106660	718	2680	5
2019-10-21	17:07:00	106660	106680	106650	106680	646	2671	5
2019-10-21	17:08:00	106680	106690	106660	106670	1177	5151	5
